ispb,nome,nome_reduzido,modalidade_participacao,tipo_participacao,inicio_operacao,data_carga
17028875,MAGEN IP,MAGEN IP,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
44683140,MAGNUM SCD,MAGNUM SCD,Provedor de Conta Transacional,Direta,,2026-05-11 16:41:39.298146
14615234,MAPBANK,MAPBANK,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
45548763,MAPS IP LTDA.,MAPS IP LTDA.,Provedor de Conta Transacional,Direta,,2026-05-11 16:41:39.298146
38372267,MAREE IP LTDA.,MAREE IP LTDA.,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
39715262,MASTERBARTER,MASTERBARTER,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
54024532,MAX IP,MAX IP,Provedor de Conta Transacional,Direta,,2026-05-11 16:41:39.298146
32343119,MÊNTORE IP S.A.,MÊNTORE IP S.A.,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
11351086,MERCADO BITCOIN IP LTDA,MERCADO BITCOIN IP LTDA,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
10573521,MERCADO PAGO IP LTDA.,MERCADO PAGO IP LTDA.,Provedor de Conta Transacional,Direta,,2026-05-11 16:41:39.298146
45756448,MICROCASH SCMEPP LTDA.,MICROCASH SCMEPP LTDA.,Provedor de Conta Transacional,Direta,,2026-05-11 16:41:39.298146
09464032,MIDWAY S.A. - SCFI,MIDWAY S.A. - SCFI,Provedor de Conta Transacional,Direta,,2026-05-11 16:41:39.298146
39929224,MINHA KONTA,MINHA KONTA,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
46026562,MONETARIE SCD,MONETARIE SCD,Provedor de Conta Transacional,Direta,,2026-05-11 16:41:39.298146
31166683,MOUNT PAY,MOUNT PAY,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
50871921,MT IP S.A.,MT IP S.A.,Provedor de Conta Transacional,Direta,,2026-05-11 16:41:39.298146
,MUEVY IP S.A.,MUEVY IP S.A.,Iniciador,,,2026-05-11 16:41:39.298146
53822116,MW IP LTDA.,MW IP LTDA.,Provedor de Conta Transacional,Direta,,2026-05-11 16:41:39.298146
06255692,NDD,NDD,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
20855875,NEON PAGAMENTOS S.A. IP,NEON PAGAMENTOS S.A. IP,Provedor de Conta Transacional,Direta,,2026-05-11 16:41:39.298146
40710595,NG CASH IP,NG CASH IP,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
44921281,NIXFIN SCD,NIXFIN SCD,Provedor de Conta Transacional,Direta,,2026-05-11 16:41:39.298146
74828799,NOVO BCO CONTINENTAL S.A. - BM,NOVO BCO CONTINENTAL S.A. - BM,Provedor de Conta Transacional,Direta,,2026-05-11 16:41:39.298146
01648418,NSTECH IP S.A.,NSTECH IP S.A.,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
18236120,NU PAGAMENTOS - IP,NU PAGAMENTOS - IP,Provedor de Conta Transacional,Direta,,2026-05-11 16:41:39.298146
38129006,NUMBRS SCD S.A.,NUMBRS SCD S.A.,Provedor de Conta Transacional,Direta,,2026-05-11 16:41:39.298146
38297374,NUVENDE,NUVENDE,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
30980539,OKTO IP,OKTO IP,Provedor de Conta Transacional,Direta,,2026-05-11 16:41:39.298146
,OMIE IP LTDA.,OMIE IP LTDA.,Iniciador,,,2026-05-11 16:41:39.298146
60850229,OMNI BANCO S.A.,OMNI BANCO S.A.,Provedor de Conta Transacional,Direta,,2026-05-11 16:41:39.298146
35210410,ONEKEY PAYMENTS IP S.A.,ONEKEY PAYMENTS IP S.A.,Provedor de Conta Transacional,Direta,,2026-05-11 16:41:39.298146
29477089,ONLY UP,ONLY UP,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
39519944,OPEA SCD,OPEA SCD,Provedor de Conta Transacional,Direta,,2026-05-11 16:41:39.298146
78632767,OURIBANK S.A.,OURIBANK S.A.,Provedor de Conta Transacional,Direta,,2026-05-11 16:41:39.298146
37839059,OWEM PAY,OWEM PAY,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
25104230,PAGARE IP S.A.,PAGARE IP S.A.,Provedor de Conta Transacional,Direta,,2026-05-11 16:41:39.298146
17819084,PAGCERTO IP LTDA.,PAGCERTO IP LTDA.,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
20110153,PAGHIPER IP LTDA.,PAGHIPER IP LTDA.,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
34471744,PAGME IP LTDA,PAGME IP LTDA,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
48176336,PAGOL SCD,PAGOL SCD,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
30944783,PAGPRIME IP,PAGPRIME IP,Provedor de Conta Transacional,Direta,,2026-05-11 16:41:39.298146
08561701,PAGSEGURO INTERNET IP S.A.,PAGSEGURO INTERNET IP S.A.,Provedor de Conta Transacional,Direta,,2026-05-11 16:41:39.298146
37753531,PAGSMILE IP LTDA.,PAGSMILE IP LTDA.,Provedor de Conta Transacional,Direta,,2026-05-11 16:41:39.298146
40478262,PAGSTAR IP S.A.,PAGSTAR IP S.A.,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
03816413,PAGUEVELOZ IP LTDA.,PAGUEVELOZ IP LTDA.,Provedor de Conta Transacional,Direta,,2026-05-11 16:41:39.298146
02682287,PAN FINAN,PAN FINAN,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
14388334,PARANA BCO S.A.,PARANA BCO S.A.,Provedor de Conta Transacional,Direta,,2026-05-11 16:41:39.298146
03311443,PARATI - CFI S.A.,PARATI - CFI S.A.,Provedor de Conta Transacional,Direta,,2026-05-11 16:41:39.298146
40820176,PAY BROKERS IP,PAY BROKERS IP,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
36690516,PAY IP S.A.,PAY IP S.A.,Provedor de Conta Transacional,Direta,,2026-05-11 16:41:39.298146
44815065,PAY2ALL IP LTDA.,PAY2ALL IP LTDA.,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
20757199,PAY4FUN IP S.A.,PAY4FUN IP S.A.,Provedor de Conta Transacional,Direta,,2026-05-11 16:41:39.298146
28683892,PAYMEE BRASIL IP S.A.,PAYMEE BRASIL IP S.A.,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
43180355,PEFISA S.A. - C.F.I.,PEFISA S.A. - C.F.I.,Provedor de Conta Transacional,Direta,,2026-05-11 16:41:39.298146
22896431,PICPAY,PICPAY,Provedor de Conta Transacional,Direta,,2026-05-11 16:41:39.298146
09516419,PICPAY BANK - BANCO MÚLTIPLO S.A,PICPAY BANK - BANCO MÚLTIPLO S.A,Provedor de Conta Transacional,Direta,,2026-05-11 16:41:39.298146
17079937,PINBANK IP,PINBANK IP,Provedor de Conta Transacional,Direta,,2026-05-11 16:41:39.298146
17768068,PINPAG IP S.A.,PINPAG IP S.A.,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
05684234,PLANNER SOCIEDADE DE CRÉDITO DIRETO,PLANNER SOCIEDADE DE CRÉDITO DIRETO,Provedor de Conta Transacional,Direta,,2026-05-11 16:41:39.298146
,PLUGGY BRASIL IP LTDA.,PLUGGY BRASIL IP LTDA.,Iniciador,,,2026-05-11 16:41:39.298146
21041840,PPRO BRASIL,PPRO BRASIL,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
40276692,PROTEGE CASH,PROTEGE CASH,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
35713491,PROTOTYPE IP S.A.,PROTOTYPE IP S.A.,Provedor de Conta Transacional,Direta,,2026-05-11 16:41:39.298146
62285390,QI CTVM S.A.,QI CTVM S.A.,Provedor de Conta Transacional,Direta,,2026-05-11 16:41:39.298146
32402502,QI SCD S.A.,QI SCD S.A.,Provedor de Conta Transacional,Direta,,2026-05-11 16:41:39.298146
,QUANTO NETWORK IP,QUANTO NETWORK IP,Iniciador,,,2026-05-11 16:41:39.298146
01722480,QUERO-QUERO VERDECARD IP S.A.,QUERO-QUERO VERDECARD IP S.A.,Provedor de Conta Transacional,Direta,,2026-05-11 16:41:39.298146
36272465,REAG IP,REAG IP,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
11275560,RECARGAPAY IP LTDA.,RECARGAPAY IP LTDA.,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
40473435,REPASSES FINANCEIROS E SOLUCOES TECNOLOGICAS IP S.A.,REPASSES FINANCEIROS E SOLUCOES TECNOLOGICAS IP S.A.,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
65697260,REPOM,REPOM,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
51342763,REVOLUT SCD S.A.,REVOLUT SCD S.A.,Provedor de Conta Transacional,Direta,,2026-05-11 16:41:39.298146
12815827,ROADCARD IP S.A.,ROADCARD IP S.A.,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
52440987,SANTS SCD S.A.,SANTS SCD S.A.,Provedor de Conta Transacional,Direta,,2026-05-11 16:41:39.298146
35535240,SAQ IP LTDA.,SAQ IP LTDA.,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
00329598,SEFER INVESTIMENTOS DTVM LTDA,SEFER INVESTIMENTOS DTVM LTDA,Provedor de Conta Transacional,Direta,,2026-05-11 16:41:39.298146
47873449,SER FINANCE SCD S.A.,SER FINANCE SCD S.A.,Provedor de Conta Transacional,Direta,,2026-05-11 16:41:39.298146
03973814,SERVICOOP,SERVICOOP,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
29759316,SERVNET IP LTDA.,SERVNET IP LTDA.,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
05203605,SICOOB AMAZÔNIA,SICOOB AMAZÔNIA,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
70116611,SICOOB CENTRAL NE,SICOOB CENTRAL NE,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
71328769,SICOOB COCRED CC,SICOOB COCRED CC,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
32430233,SICOOB CONEXÃO,SICOOB CONEXÃO,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
31804966,SICOOB COOPERMAIS,SICOOB COOPERMAIS,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
33924028,SICOOB COOPVALE,SICOOB COOPVALE,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
64739121,SICOOB CRED COPERCANA,SICOOB CRED COPERCANA,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
00952415,SICOOB CREDFAZ,SICOOB CREDFAZ,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
47074323,SICOOB CREDICONSUMO CC,SICOOB CREDICONSUMO CC,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
41931221,SICOOB CREDICOOP,SICOOB CREDICOOP,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
37255049,SICOOB CREDIGOIÁS CC,SICOOB CREDIGOIÁS CC,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
86585049,SICOOB CREDILEITE,SICOOB CREDILEITE,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
71336432,SICOOB CREDIMED - CCLA DE UBERABA LTDA,SICOOB CREDIMED - CCLA DE UBERABA LTDA,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
03358914,SICOOB CREDIROCHAS,SICOOB CREDIROCHAS,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
03632872,SICOOB CREDISUL,SICOOB CREDISUL,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
02448839,SICOOB CREDIUNIÃO,SICOOB CREDIUNIÃO,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
54190525,SICOOB CRESSEM - CECM SERV MUN REG METR VALE PARAIBA E LITOR,SICOOB CRESSEM - CECM SERV MUN REG METR VALE PARAIBA E LITOR,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
05856736,SICOOB EMPRESARIAL,SICOOB EMPRESARIAL,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
04120633,SICOOB EMPRESAS RJ,SICOOB EMPRESAS RJ,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
02931668,SICOOB FLUMINENSE,SICOOB FLUMINENSE,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
37076205,SICOOB JUDICIÁRIO,SICOOB JUDICIÁRIO,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
02493000,SICOOB LESTE,SICOOB LESTE,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
02382755,SICOOB POTIGUAR,SICOOB POTIGUAR,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
32467086,SICOOB SUL,SICOOB SUL,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
32474884,SICOOB SUL-LITORÂNEO,SICOOB SUL-LITORÂNEO,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
00815319,SICOOB SUL-SERRANO,SICOOB SUL-SERRANO,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
02794761,SICOOB UFVCREDI,SICOOB UFVCREDI,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
86791837,SICOOB VALE DOS PINHAIS,SICOOB VALE DOS PINHAIS,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
87781530,SICREDI INTEGRAÇÃO DE ESTADOS RS/SC/MG,SICREDI INTEGRAÇÃO DE ESTADOS RS/SC/MG,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
70241658,SICREDI RECIFE,SICREDI RECIFE,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
68757681,SIMPAUL,SIMPAUL,Provedor de Conta Transacional,Direta,,2026-05-11 16:41:39.298146
02398976,SISPRIME DO BRASIL - COOP,SISPRIME DO BRASIL - COOP,Provedor de Conta Transacional,Direta,,2026-05-11 16:41:39.298146
37470405,SMART SOLUTIONS GROUP IP LTDA,SMART SOLUTIONS GROUP IP LTDA,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
73398646,SOC CC SICOOB COOPERE,SOC CC SICOOB COOPERE,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
15173776,SOCIAL BANK S/A,SOCIAL BANK S/A,Provedor de Conta Transacional,Direta,,2026-05-11 16:41:39.298146
03881423,SOCINAL S.A. CFI,SOCINAL S.A. CFI,Provedor de Conta Transacional,Direta,,2026-05-11 16:41:39.298146
09210106,SOCRED SA - SCMEPP,SOCRED SA - SCMEPP,Provedor de Conta Transacional,Direta,,2026-05-11 16:41:39.298146
44705774,SOMAPAY SCD S.A.,SOMAPAY SCD S.A.,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
56198117,SQUID SCD S.A.,SQUID SCD S.A.,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
22575466,SRM BANK,SRM BANK,Provedor de Conta Transacional,Direta,,2026-05-11 16:41:39.298146
20018183,STARK BANK S.A. - IP,STARK BANK S.A. - IP,Provedor de Conta Transacional,Direta,,2026-05-11 16:41:39.298146
39908427,STARK SCD S.A.,STARK SCD S.A.,Liquidante Especial,Direta,,2026-05-11 16:41:39.298146
37319859,STATER PAY INSTITUICAO DE PAGA,STATER PAY INSTITUICAO DE PAGA,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
00394460,STN,STN,Ente Governamental,Direta,,2026-05-11 16:41:39.298146
16501555,STONE IP S.A.,STONE IP S.A.,Provedor de Conta Transacional,Direta,,2026-05-11 16:41:39.298146
37241230,SUMUP SCD S.A.,SUMUP SCD S.A.,Provedor de Conta Transacional,Direta,,2026-05-11 16:41:39.298146
43599047,SUPERLÓGICA SCD S.A.,SUPERLÓGICA SCD S.A.,Provedor de Conta Transacional,Direta,,2026-05-11 16:41:39.298146
31680151,SWAP IP S.A.,SWAP IP S.A.,Provedor de Conta Transacional,Direta,,2026-05-11 16:41:39.298146
14821124,TARGET BANK,TARGET BANK,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
,TBANKS IP S.A.,TBANKS IP S.A.,Iniciador,,,2026-05-11 16:41:39.298146
27084098,TRANSFEERA IP S.A.,TRANSFEERA IP S.A.,Provedor de Conta Transacional,Direta,,2026-05-11 16:41:39.298146
47133056,TRANSFERO IP LTDA.,TRANSFERO IP LTDA.,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
40654622,TRINUS SCD S.A.,TRINUS SCD S.A.,Provedor de Conta Transacional,Direta,,2026-05-11 16:41:39.298146
49931906,TRIO IP LTDA.,TRIO IP LTDA.,Provedor de Conta Transacional,Direta,,2026-05-11 16:41:39.298146
42047025,UNAVANTI SCD S/A,UNAVANTI SCD S/A,Provedor de Conta Transacional,Direta,,2026-05-11 16:41:39.298146
71163315,UNICRED AMPLA,UNICRED AMPLA,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
04445917,UNICRED COALIZÃO,UNICRED COALIZÃO,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
00315557,UNICRED DO BRASIL,UNICRED DO BRASIL,Provedor de Conta Transacional,Direta,,2026-05-11 16:41:39.298146
71884498,UNICRED DO ESTADO DE SÃO PAULO,UNICRED DO ESTADO DE SÃO PAULO,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
95163002,UNICRED ELEVA,UNICRED ELEVA,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
01526924,UNICRED HORIZONTES,UNICRED HORIZONTES,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
94243839,UNICRED PIONEIRA,UNICRED PIONEIRA,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
01635462,UNICRED PREMIUM CAPITAL,UNICRED PREMIUM CAPITAL,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
01705236,UNICRED PROSPERAR,UNICRED PROSPERAR,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
36900256,UNICRED RAÍZES,UNICRED RAÍZES,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
02833202,UNICRED SUDOESTE DA BAHIA,UNICRED SUDOESTE DA BAHIA,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
71418784,UNICRED SUL DE MINAS,UNICRED SUL DE MINAS,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
03046391,UNIPRIME COOPCENTRAL LTDA.,UNIPRIME COOPCENTRAL LTDA.,Provedor de Conta Transacional,Direta,,2026-05-11 16:41:39.298146
01848322,UNIPRIME DO IGUAÇU - CC POUP INV,UNIPRIME DO IGUAÇU - CC POUP INV,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
01286361,UNIPRIME PIONEIRA CC,UNIPRIME PIONEIRA CC,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
35542555,UNLIMIT IP LTDA.,UNLIMIT IP LTDA.,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
35977097,UP.P SEP S.A.,UP.P SEP S.A.,Provedor de Conta Transacional,Direta,,2026-05-11 16:41:39.298146
53842122,URBANO S.A. SCFI,URBANO S.A. SCFI,Provedor de Conta Transacional,Direta,,2026-05-11 16:41:39.298146
39587424,UY3 SCD S/A,UY3 SCD S/A,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
32192325,UZZIPAY IP S.A.,UZZIPAY IP S.A.,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
38320462,V3 IP S.A.,V3 IP S.A.,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
28220872,VALEPAY BRASIL IP,VALEPAY BRASIL IP,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
54264235,VBS SCD S.A.,VBS SCD S.A.,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
33423888,VILLELA IP S.A.,VILLELA IP S.A.,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
57487987,VIVO PAY SCD S.A.,VIVO PAY SCD S.A.,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
03817702,VOLUS IP LTDA.,VOLUS IP LTDA.,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
22610500,VORTX DTVM LTDA.,VORTX DTVM LTDA.,Provedor de Conta Transacional,Direta,,2026-05-11 16:41:39.298146
49686505,WASU IP LTDA.,WASU IP LTDA.,Provedor de Conta Transacional,Direta,,2026-05-11 16:41:39.298146
32708748,WE PAY OUT IP LTDA.,WE PAY OUT IP LTDA.,Provedor de Conta Transacional,Direta,,2026-05-11 16:41:39.298146
23862762,WILL FINANCEIRA S.A.CFI - EM LIQUIDAÇÃO EXTRAJUDICIAL,WILL FINANCEIRA S.A.CFI - EM LIQUIDAÇÃO EXTRAJUDICIAL,Provedor de Conta Transacional,Direta,,2026-05-11 16:41:39.298146
40571694,WISE BRASIL IP LTDA.,WISE BRASIL IP LTDA.,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
54811417,WOOVI IP LTDA.,WOOVI IP LTDA.,Provedor de Conta Transacional,Direta,,2026-05-11 16:41:39.298146
29408213,WORK 8 INSTITUIÇÃO DE PAGAMENT,WORK 8 INSTITUIÇÃO DE PAGAMENT,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
57824223,WX IP LTDA.,WX IP LTDA.,Provedor de Conta Transacional,Direta,,2026-05-11 16:41:39.298146
37911077,YAW IP S.A.,YAW IP S.A.,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
35810871,Z1 IP LTDA.,Z1 IP LTDA.,Provedor de Conta Transacional,Direta,,2026-05-11 16:41:39.298146
05351887,ZEMA CFI S/A,ZEMA CFI S/A,Provedor de Conta Transacional,Direta,,2026-05-11 16:41:39.298146
26264220,ZERO IP,ZERO IP,Provedor de Conta Transacional,Direta,,2026-05-11 16:41:39.298146
44704839,ZIMPLER BRASIL IP LTDA.,ZIMPLER BRASIL IP LTDA.,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
52586293,Z-ON SCD S.A.,Z-ON SCD S.A.,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
,,,,,,2026-05-11 16:41:39.298146
ISPB,Nome Reduzido,Nome Reduzido,Modalidade de Participação no Pix,Tipo de Participação no SPI,,2026-05-11 16:41:39.298146
08422119,BULLLA IP S.A.,BULLLA IP S.A.,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
39696395,CACTVS IP S.A.,CACTVS IP S.A.,Provedor de Conta Transacional,Direta,,2026-05-11 16:41:39.298146
53720128,CONTA SIMPLES SCD S.A.,CONTA SIMPLES SCD S.A.,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
41146382,COOPERLEGIS,COOPERLEGIS,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
,GALACTICO INSTITUICAO DE PAGAM,GALACTICO INSTITUICAO DE PAGAM,Provedor de Conta Transacional,,,2026-05-11 16:41:39.298146
,GO SCD S.A.,GO SCD S.A.,Provedor de Conta Transacional,,,2026-05-11 16:41:39.298146
46505612,MONERY IP S.A.,MONERY IP S.A.,Provedor de Conta Transacional,Direta,,2026-05-11 16:41:39.298146
62448932,MULTIPLIKE FINANCEIRA S.A. SCFI,MULTIPLIKE FINANCEIRA S.A. SCFI,Provedor de Conta Transacional,Direta,,2026-05-11 16:41:39.298146
57030391,NDD IP LTDA.,NDD IP LTDA.,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
13776742,RENDIMENTOPAY IP S.A,RENDIMENTOPAY IP S.A,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
10314753,STRADA PAY IP LTDA.,STRADA PAY IP LTDA.,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
20155248,UNIDA DTVM LTDA,UNIDA DTVM LTDA,Provedor de Conta Transacional,Direta,,2026-05-11 16:41:39.298146
,VISA CONECTA IP LTDA.,VISA CONECTA IP LTDA.,Iniciador,,,2026-05-11 16:41:39.298146
40571694,WISE BRASIL IP LTDA.,WISE BRASIL IP LTDA.,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
