ispb,nome,nome_reduzido,modalidade_participacao,tipo_participacao,inicio_operacao,data_carga
04414354,CCM DO ABC - COOPER 7,CCM DO ABC - COOPER 7,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
03620772,CCM DO CEARÁ - SICOOB CEARÁ,CCM DO CEARÁ - SICOOB CEARÁ,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
05861932,CCM DOS ADVOGADOS DE SC,CCM DOS ADVOGADOS DE SC,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
02093154,CCM EMPR MAGAZINE LUIZA,CCM EMPR MAGAZINE LUIZA,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
01709266,CCM PROF SAUDE E LIVRE ADMISSÃO TEOFILO OTONI LTDA,CCM PROF SAUDE E LIVRE ADMISSÃO TEOFILO OTONI LTDA,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
02275781,CCM SERV FEDERAIS NA PARAÍBA - SICOOB COOPERCRET,CCM SERV FEDERAIS NA PARAÍBA - SICOOB COOPERCRET,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
73092827,CCM SERV MIN EDUC SÃO PAULO,CCM SERV MIN EDUC SÃO PAULO,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
74248949,CCM SERV MUN S JOAO BOA VISTA,CCM SERV MUN S JOAO BOA VISTA,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
03612679,CCM SERV PUBLICOS - CREDI SP,CCM SERV PUBLICOS - CREDI SP,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
07669921,CCM SICOOB CREDIACISC,CCM SICOOB CREDIACISC,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
10175348,CCMLA REGIãO ADMINISTRATIVA DE SOROCABA,CCMLA REGIãO ADMINISTRATIVA DE SOROCABA,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
05969937,CCMS MUNICIPAIS DE BEBEDOURO,CCMS MUNICIPAIS DE BEBEDOURO,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
71432926,CCPS E LA DO TRIANG MINEIRO E SUL DE MG LTDA,CCPS E LA DO TRIANG MINEIRO E SUL DE MG LTDA,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
76461557,CCR COOPAVEL,CCR COOPAVEL,Provedor de Conta Transacional,Direta,,2026-05-11 16:41:39.298146
01073966,CCR DE ABELARDO LUZ,CCR DE ABELARDO LUZ,Provedor de Conta Transacional,Direta,,2026-05-11 16:41:39.298146
32422628,CCR DE GUACUI,CCR DE GUACUI,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
08240446,CCR DE IBIAM,CCR DE IBIAM,Provedor de Conta Transacional,Direta,,2026-05-11 16:41:39.298146
08482873,CCR DO AGRESTE ALAGOANO,CCR DO AGRESTE ALAGOANO,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
71207740,CCR IRAI - SICOOB CREDIMIL,CCR IRAI - SICOOB CREDIMIL,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
00204963,CCR SEARA,CCR SEARA,Provedor de Conta Transacional,Direta,,2026-05-11 16:41:39.298146
18394228,CDC SCD S.A.,CDC SCD S.A.,Provedor de Conta Transacional,Direta,,2026-05-11 16:41:39.298146
16564240,CECM APOS PENS E IDOSOS - SICOOB COOPERNAPI,CECM APOS PENS E IDOSOS - SICOOB COOPERNAPI,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
20062766,CECM COL GRUPO EMPR A COSTA,CECM COL GRUPO EMPR A COSTA,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
05667301,CECM COOPERSERV,CECM COOPERSERV,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
89280960,CECM DOS EMPR DAS EMP RANDON,CECM DOS EMPR DAS EMP RANDON,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
01062439,CECM DOS FUNCIONARIOS DA COMIGO,CECM DOS FUNCIONARIOS DA COMIGO,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
03844699,CECM DOS TRAB.PORT. DA G.VITOR,CECM DOS TRAB.PORT. DA G.VITOR,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
09579249,"CECM EMP AMERICANA, LIMEIRA E","CECM EMP AMERICANA, LIMEIRA E",Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
03674133,CECM EMP INST SF SÃO PAULO CAM,CECM EMP INST SF SÃO PAULO CAM,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
68969625,CECM EMP USAGRO,CECM EMP USAGRO,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
17502881,CECM EMPR CEMIG IND METAL E SERV PUB MUN,CECM EMPR CEMIG IND METAL E SERV PUB MUN,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
08850613,CECM EMPR CENT ELÉTRICAS/SC,CECM EMPR CENT ELÉTRICAS/SC,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
58022195,CECM EMPR EMP ZILLO LORENZETTI,CECM EMPR EMP ZILLO LORENZETTI,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
19402130,CECM EMPR EST HOSP BH RM ZM,CECM EMPR EST HOSP BH RM ZM,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
04694278,CECM INTEG. MF DP ESTADO RJ,CECM INTEG. MF DP ESTADO RJ,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
51489318,CECM MAGISTRADOS DE SÃO PAULO,CECM MAGISTRADOS DE SÃO PAULO,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
94433109,CECM MÉD DE PORTO ALEGRE,CECM MÉD DE PORTO ALEGRE,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
42898825,CECM MEDICOS E PROFISSIONAIS AREA SAUDE DO BRASIL,CECM MEDICOS E PROFISSIONAIS AREA SAUDE DO BRASIL,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
04572960,CECM MILITARES ESTADUAIS DE SC,CECM MILITARES ESTADUAIS DE SC,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
07714057,CECM PROF ÁREA NOTARIAL REGISTRAL,CECM PROF ÁREA NOTARIAL REGISTRAL,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
01864151,CECM SERV E EMPREG PUBL MUN BH BETIM BRUMAD CONTAG IBI NL RN,CECM SERV E EMPREG PUBL MUN BH BETIM BRUMAD CONTAG IBI NL RN,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
16651002,CECM SERV MUN ITABIRA,CECM SERV MUN ITABIRA,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
41791005,CECM SERV MUN POÇOS DE CALDAS,CECM SERV MUN POÇOS DE CALDAS,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
02000895,CECM SERV POD JUD TCE ORG PUBL MUN EST FED RJ,CECM SERV POD JUD TCE ORG PUBL MUN EST FED RJ,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
04152107,CECM SERV POL MIL SP REGIÃO CE,CECM SERV POL MIL SP REGIÃO CE,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
08071414,CECM SICOOB COOPERAC,CECM SICOOB COOPERAC,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
09004796,CECM SICOOB CRED-ACILPA,CECM SICOOB CRED-ACILPA,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
02072790,CECM SICOOB CREDSAÚDE,CECM SICOOB CREDSAÚDE,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
04833655,CECM SICOOB METALCRED,CECM SICOOB METALCRED,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
67915868,CECM TRAB CIA PROC DADOS SP,CECM TRAB CIA PROC DADOS SP,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
73750424,CECM UNICRED INTEGRAÇÃO,CECM UNICRED INTEGRAÇÃO,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
30949267,CECME CHOCOLATES GAROTO LTDA,CECME CHOCOLATES GAROTO LTDA,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
57563728,CECME EMPR EMP GR ECON RHODIA,CECME EMPR EMP GR ECON RHODIA,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
16721078,CECMF SECRETARIA DA FAZENDA MG E LIVRE ADMISSÃO,CECMF SECRETARIA DA FAZENDA MG E LIVRE ADMISSÃO,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
13935893,CELCOIN IP S.A.,CELCOIN IP S.A.,Provedor de Conta Transacional,Direta,,2026-05-11 16:41:39.298146
04243780,CENTRAL SICOOB UNI DE CC,CENTRAL SICOOB UNI DE CC,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
33440218,CEOPAG IP,CEOPAG IP,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
01027058,CIELO IP S.A.,CIELO IP S.A.,Provedor de Conta Transacional,Direta,,2026-05-11 16:41:39.298146
10218474,CIVIA COOP CRED,CIVIA COOP CRED,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
41538335,CLARA IP,CLARA IP,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
34878543,CLARO PAY S.A. IP,CLARO PAY S.A. IP,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
18189547,CLOUDWALK IP LTDA,CLOUDWALK IP LTDA,Provedor de Conta Transacional,Direta,,2026-05-11 16:41:39.298146
36947229,COBUCCIO S.A. SCFI,COBUCCIO S.A. SCFI,Liquidante Especial,Direta,,2026-05-11 16:41:39.298146
31531997,CONPAY IP S.A.,CONPAY IP S.A.,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
12473687,CONTA PRONTA IP,CONTA PRONTA IP,Provedor de Conta Transacional,Direta,,2026-05-11 16:41:39.298146
47381104,CONTAAZUL IP LTDA.,CONTAAZUL IP LTDA.,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
07318874,COOP  SICOOB MÉDIO OESTE,COOP  SICOOB MÉDIO OESTE,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
03320525,COOP ARACOOP LTDA. - SICOOB ARACOOP,COOP ARACOOP LTDA. - SICOOB ARACOOP,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
02282709,COOP CENTRO NORTE BRASILEIRO,COOP CENTRO NORTE BRASILEIRO,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
01658426,COOP COOPERFORTE LTDA.,COOP COOPERFORTE LTDA.,Provedor de Conta Transacional,Direta,,2026-05-11 16:41:39.298146
82096447,COOP CREDI&GENTE,COOP CREDI&GENTE,Provedor de Conta Transacional,Direta,,2026-05-11 16:41:39.298146
00804046,COOP CREDICAPI LTDA - SICOOB CREDICAPI,COOP CREDICAPI LTDA - SICOOB CREDICAPI,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
53776852,COOP CREDICENTRO,COOP CREDICENTRO,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
09590601,COOP CREDICOMIN,COOP CREDICOMIN,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
04831810,COOP CRESERV CREDISIS,COOP CRESERV CREDISIS,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
07412987,COOP CRESOL ALIANÇA,COOP CRESOL ALIANÇA,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
07215632,COOP CRESOL ALTERNATIVA,COOP CRESOL ALTERNATIVA,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
07465539,COOP CRESOL ALTO VALE,COOP CRESOL ALTO VALE,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
10520232,COOP CRESOL AMAZONIA,COOP CRESOL AMAZONIA,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
04565791,COOP CRESOL ARATIBA,COOP CRESOL ARATIBA,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
07946451,COOP CRESOL ATIVA,COOP CRESOL ATIVA,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
02904138,COOP CRESOL ÁUREA,COOP CRESOL ÁUREA,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
01155801,COOP CRESOL CENTRO SERRA,COOP CRESOL CENTRO SERRA,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
02910987,COOP CRESOL CENTRO SUL,COOP CRESOL CENTRO SUL,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
11969853,COOP CRESOL CONEXÃO,COOP CRESOL CONEXÃO,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
07252614,COOP CRESOL CONFIANÇA,COOP CRESOL CONFIANÇA,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
09488496,COOP CRESOL COOPERACRED,COOP CRESOL COOPERACRED,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
05983995,COOP CRESOL COOPERAR,COOP CRESOL COOPERAR,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
05425526,COOP CRESOL DESENVOLVIMENTO,COOP CRESOL DESENVOLVIMENTO,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
03485130,COOP CRESOL ENCOSTAS DA SERRA GERAL,COOP CRESOL ENCOSTAS DA SERRA GERAL,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
06031727,COOP CRESOL ESSENCIA,COOP CRESOL ESSENCIA,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
02844024,COOP CRESOL EVOLUÇAO,COOP CRESOL EVOLUÇAO,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
05276770,COOP CRESOL FRONTEIRAS PR/SC/SP/ES,COOP CRESOL FRONTEIRAS PR/SC/SP/ES,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
05241145,COOP CRESOL GETULIO VARGAS,COOP CRESOL GETULIO VARGAS,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
04490531,COOP CRESOL GOIAS,COOP CRESOL GOIAS,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
06126780,COOP CRESOL GRANDES LAGOS PR/SP,COOP CRESOL GRANDES LAGOS PR/SP,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
05277312,COOP CRESOL HORIZONTE,COOP CRESOL HORIZONTE,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
05070112,COOP CRESOL INOVAÇAO,COOP CRESOL INOVAÇAO,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
07268499,COOP CRESOL INTEGRACAO,COOP CRESOL INTEGRACAO,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
08055016,COOP CRESOL INTERAÇÃO,COOP CRESOL INTERAÇÃO,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
09463721,COOP CRESOL JACINTO MACHADO,COOP CRESOL JACINTO MACHADO,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
02904125,COOP CRESOL JACUTINGA,COOP CRESOL JACUTINGA,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
02934201,COOP CRESOL LIDERANCA,COOP CRESOL LIDERANCA,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
05410056,COOP CRESOL LITORAL,COOP CRESOL LITORAL,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
05269976,COOP CRESOL MAIS,COOP CRESOL MAIS,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
50735161,COOP CRESOL MATO GROSSO,COOP CRESOL MATO GROSSO,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
08624548,COOP CRESOL MINAS GERAIS,COOP CRESOL MINAS GERAIS,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
08488377,COOP CRESOL MISSÕES FRONTEIRA RS,COOP CRESOL MISSÕES FRONTEIRA RS,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
05494591,COOP CRESOL NASCENTE,COOP CRESOL NASCENTE,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
02663426,COOP CRESOL NOROESTE,COOP CRESOL NOROESTE,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
07925729,COOP CRESOL NORTE PARANAENSE,COOP CRESOL NORTE PARANAENSE,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
05220243,COOP CRESOL ORIGENS,COOP CRESOL ORIGENS,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
00971300,COOP CRESOL PIONEIRA,COOP CRESOL PIONEIRA,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
05863726,COOP CRESOL PLANALTO SERRA SUL,COOP CRESOL PLANALTO SERRA SUL,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
02766672,COOP CRESOL PLANALTO SUL,COOP CRESOL PLANALTO SUL,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
53575491,COOP CRESOL PRIMATO CREDI,COOP CRESOL PRIMATO CREDI,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
02448310,COOP CRESOL PROGRESSO,COOP CRESOL PROGRESSO,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
17343510,COOP CRESOL RAIZ,COOP CRESOL RAIZ,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
06139650,COOP CRESOL RIO GRANDE DO SUL,COOP CRESOL RIO GRANDE DO SUL,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
03015152,COOP CRESOL SÃO VALENTIM,COOP CRESOL SÃO VALENTIM,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
07958405,COOP CRESOL SERRA MAR,COOP CRESOL SERRA MAR,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
04350225,COOP CRESOL TRADICAO,COOP CRESOL TRADICAO,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
24431221,COOP CRESOL TRANSAMAZÔNICA,COOP CRESOL TRANSAMAZÔNICA,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
04261151,COOP CRESOL TRANSFORMAÇÃO,COOP CRESOL TRANSFORMAÇÃO,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
09330158,COOP CRESOL TREZE DE MAIO,COOP CRESOL TREZE DE MAIO,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
08560508,COOP CRESOL TRIUNFO,COOP CRESOL TRIUNFO,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
02446089,COOP CRESOL UNIAO,COOP CRESOL UNIAO,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
05231945,COOP CRESOL UNIAO DOS VALES,COOP CRESOL UNIAO DOS VALES,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
07320890,COOP CRESOL VALE,COOP CRESOL VALE,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
07512780,COOP CRESOL VALE EUROPEU,COOP CRESOL VALE EUROPEU,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
03965737,COOP CRESOL VANGUARDA,COOP CRESOL VANGUARDA,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
07509426,COOP CRESOL XANXERE,COOP CRESOL XANXERE,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
01330387,COOP DE AGRICULTORES E AEROPORTUÁRIOS DO BRASIL,COOP DE AGRICULTORES E AEROPORTUÁRIOS DO BRASIL,Provedor de Conta Transacional,Direta,,2026-05-11 16:41:39.298146
88530142,COOP DE CRED E INVEST LIBERDADE - SICREDI LIBERDADE,COOP DE CRED E INVEST LIBERDADE - SICREDI LIBERDADE,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
01205736,COOP DE CRÉDITO SICOOB COSTA DO DESCOBRIMENTO LTDA.,COOP DE CRÉDITO SICOOB COSTA DO DESCOBRIMENTO LTDA.,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
04406371,COOP DO ESTADO DE GOIÁS,COOP DO ESTADO DE GOIÁS,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
01608685,COOP DO ESTADO DO ACRE LTDA.,COOP DO ESTADO DO ACRE LTDA.,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
10311218,COOP EVOLUA,COOP EVOLUA,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
03612764,COOP FRONTEIRAS,COOP FRONTEIRAS,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
04663561,COOP INVEST INT SOL VALE DAS ÁGUAS PR/MG,COOP INVEST INT SOL VALE DAS ÁGUAS PR/MG,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
09552111,COOP JUST GOIAS E CELG,COOP JUST GOIAS E CELG,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
73326449,COOP LIVRE ADMISSÃO DE ASSOCIADOS SICOOB CRUZ ALTA LTDA,COOP LIVRE ADMISSÃO DE ASSOCIADOS SICOOB CRUZ ALTA LTDA,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
78862083,COOP NOVOS CAMPOS,COOP NOVOS CAMPOS,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
03000142,COOP POL FED - SICREDI POL,COOP POL FED - SICREDI POL,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
04649337,COOP SICOOB BRMIL LTDA.,COOP SICOOB BRMIL LTDA.,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
05247312,COOP SICOOB BURITIS,COOP SICOOB BURITIS,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
08044854,COOP SICOOB CENTRO,COOP SICOOB CENTRO,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
05222094,COOP SICOOB CERRADO,COOP SICOOB CERRADO,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
07097064,COOP SICOOB CONFIANÇA,COOP SICOOB CONFIANÇA,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
46642294,COOP SICOOB COOPEREMB,COOP SICOOB COOPEREMB,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
03603683,COOP SICOOB COOPERPLAN CREDSEF,COOP SICOOB COOPERPLAN CREDSEF,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
78840071,COOP SICOOB CREDIAUC,COOP SICOOB CREDIAUC,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
04529074,COOP SICOOB CREDICAPITAL,COOP SICOOB CREDICAPITAL,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
37079720,COOP SICOOB CREDIJUSTRA,COOP SICOOB CREDIJUSTRA,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
69346856,COOP SICOOB CREDIMOGIANA,COOP SICOOB CREDIMOGIANA,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
02015588,COOP SICOOB CREDIP,COOP SICOOB CREDIP,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
03428338,COOP SICOOB CREDUNI,COOP SICOOB CREDUNI,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
00694877,COOP SICOOB EXECUTIVO LTDA.,COOP SICOOB EXECUTIVO LTDA.,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
71698674,COOP SICOOB MANTIQUEIRA,COOP SICOOB MANTIQUEIRA,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
05241619,COOP SICOOB PRIMAVERA,COOP SICOOB PRIMAVERA,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
44469161,COOP SICOOB PRO,COOP SICOOB PRO,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
86389236,COOP SICOOB UNI SUDESTE,COOP SICOOB UNI SUDESTE,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
37554441,COOP SICOOB UNI SUL MS,COOP SICOOB UNI SUL MS,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
01259518,COOP SICOOB UNIMAIS CLP,COOP SICOOB UNIMAIS CLP,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
79457883,COOP SICREDI AGROEMPRESARIAL,COOP SICREDI AGROEMPRESARIAL,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
03750034,COOP SICREDI AJURIS,COOP SICREDI AJURIS,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
87795639,COOP SICREDI ALIANÇA,COOP SICREDI ALIANÇA,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
79052122,COOP SICREDI ALIANÇA,COOP SICREDI ALIANÇA,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
92555150,COOP SICREDI ALT SERRA RS/SC,COOP SICREDI ALT SERRA RS/SC,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
04484490,COOP SICREDI ALTA NOROESTE SP,COOP SICREDI ALTA NOROESTE SP,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
09343038,COOP SICREDI ALTSERTÃO PARAIBANO,COOP SICREDI ALTSERTÃO PARAIBANO,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
33021064,COOP SICREDI ARAXINGU,COOP SICREDI ARAXINGU,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
04853988,COOP SICREDI BANDEIRANTES,COOP SICREDI BANDEIRANTES,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
33022690,COOP SICREDI BIOMAS,COOP SICREDI BIOMAS,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
87900601,COOP SICREDI BOTUCARAÍ RS/MG,COOP SICREDI BOTUCARAÍ RS/MG,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
95213211,COOP SICREDI CAMINHO DAS ÁGUAS RS,COOP SICREDI CAMINHO DAS ÁGUAS RS,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
03042597,COOP SICREDI CAMPO GRANDE MS/GO,COOP SICREDI CAMPO GRANDE MS/GO,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
81466286,COOP SICREDI CAMPOS GERAIS E GRANDE CURITIBA PR/SP,COOP SICREDI CAMPOS GERAIS E GRANDE CURITIBA PR/SP,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
26555235,COOP SICREDI CELEIRO DO MT,COOP SICREDI CELEIRO DO MT,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
03566655,COOP SICREDI CELEIRO OESTE,COOP SICREDI CELEIRO OESTE,Provedor de Conta Transacional,Indireta,,2026-05-11 16:41:39.298146
